      Lon      Lat    Year Fag_syl   C3_gr   Total
     8.75    49.25    1979   0.412   0.016   0.429
     8.75    49.25    1980   0.534   0.018   0.552
     8.75    49.25    1981   0.596   0.021   0.617
     8.75    49.25    1982   0.455   0.013   0.468
     8.75    49.25    1983   0.452   0.001   0.453
     8.75    49.25    1984   0.582   0.003   0.585
     8.75    49.25    1985   0.376   0.002   0.378
     8.75    49.25    1986   0.668   0.005   0.673
     8.75    49.25    1987   0.684   0.005   0.689
     8.75    49.25    1988   0.479   0.001   0.480
     8.75    49.25    1989   0.448  -0.000   0.447
     8.75    49.25    1990   0.550  -0.000   0.550
     8.75    49.25    1991   0.256   0.005   0.261
     8.75    49.25    1992   0.632   0.008   0.640
     8.75    49.25    1993   0.643   0.003   0.646
     8.75    49.25    1994   0.531   0.005   0.536
     8.75    49.25    1995   0.669   0.003   0.672
     8.75    49.25    1996   0.618   0.000   0.618
     8.75    49.25    1997   0.442  -0.000   0.442
     8.75    49.25    1998   0.533   0.000   0.533
     8.75    49.25    1999   0.524   0.000   0.524
     8.75    49.25    2000   0.572   0.007   0.579
     8.75    49.25    2001   0.642   0.017   0.659
     8.75    49.25    2002   0.720   0.027   0.747
     8.75    49.25    2003   0.148  -0.003   0.145
     8.75    49.25    2004   0.670  -0.000   0.670
     8.75    49.25    2005   0.799  -0.000   0.799
     8.75    49.25    2006   0.658   0.010   0.668
     8.75    49.25    2007   0.485   0.022   0.507
     8.75    49.25    2008   0.545   0.017   0.562
     8.75    49.25    2009   0.594   0.019   0.613
     8.75    49.25    2010   0.664   0.025   0.689
     8.75    49.25    2011   0.453   0.025   0.478
     8.75    49.25    2012   0.365   0.022   0.387
     8.75    49.25    2013   0.590   0.020   0.610
     8.75    49.25    2014   0.578   0.052   0.630
     8.75    49.25    2015   0.235   0.033   0.268
     8.75    49.25    2016   0.653   0.047   0.700
     8.75    49.25    2017   0.636   0.029   0.665
     9.25    49.25    1901   0.548   0.009   0.558
     9.25    49.25    1902   0.426   0.016   0.442
     9.25    49.25    1903   0.517   0.018   0.535
     9.25    49.25    1904   0.457   0.017   0.474
     9.25    49.25    1905   0.412   0.025   0.437
     9.25    49.25    1906   0.465   0.023   0.488
     9.25    49.25    1907   0.367   0.016   0.383
     9.25    49.25    1908   0.396   0.015   0.410
     9.25    49.25    1909   0.456   0.013   0.469
     9.25    49.25    1910   0.526   0.011   0.537
     9.25    49.25    1911   0.192   0.007   0.199
     9.25    49.25    1912   0.725   0.015   0.740
     9.25    49.25    1913   0.668   0.004   0.672
     9.25    49.25    1914   0.682   0.004   0.686
     9.25    49.25    1915   0.414   0.001   0.415
     9.25    49.25    1916   0.580   0.000   0.581
     9.25    49.25    1917   0.442  -0.000   0.442
     9.25    49.25    1918   0.376   0.010   0.385
     9.25    49.25    1919   0.263   0.007   0.269
     9.25    49.25    1920   0.566   0.005   0.571
     9.25    49.25    1921   0.132   0.007   0.138
     9.25    49.25    1922   0.572   0.031   0.602
     9.25    49.25    1923   0.517   0.009   0.527
     9.25    49.25    1924   0.625   0.039   0.663
     9.25    49.25    1925   0.515   0.016   0.531
     9.25    49.25    1926   0.446   0.011   0.457
     9.25    49.25    1927   0.667   0.008   0.675
     9.25    49.25    1928   0.336   0.005   0.341
     9.25    49.25    1929   0.433   0.005   0.437
     9.25    49.25    1930   0.652   0.003   0.655
     9.25    49.25    1931   0.646   0.001   0.647
     9.25    49.25    1932   0.477   0.003   0.480
     9.25    49.25    1933   0.291   0.002   0.293
     9.25    49.25    1934   0.563   0.001   0.564
     9.25    49.25    1935   0.510  -0.000   0.510
     9.25    49.25    1936   0.650  -0.000   0.650
     9.25    49.25    1937   0.374   0.007   0.380
     9.25    49.25    1938   0.478   0.010   0.489
     9.25    49.25    1939   0.558   0.009   0.567
     9.25    49.25    1940   0.640   0.020   0.659
     9.25    49.25    1941   0.508   0.025   0.534
     9.25    49.25    1942   0.352   0.022   0.374
     9.25    49.25    1943   0.249   0.023   0.272
     9.25    49.25    1944   0.494   0.020   0.514
     9.25    49.25    1945   0.586   0.025   0.611
     9.25    49.25    1946   0.512   0.030   0.542
     9.25    49.25    1947   0.066   0.021   0.087
     9.25    49.25    1948   0.423   0.033   0.455
     9.25    49.25    1949   0.412   0.015   0.427
     9.25    49.25    1950   0.465   0.148   0.613
     9.25    49.25    1951   0.408   0.104   0.512
     9.25    49.25    1952   0.361   0.061   0.422
     9.25    49.25    1953   0.521   0.064   0.584
     9.25    49.25    1954   0.509   0.050   0.558
     9.25    49.25    1955   0.491   0.033   0.524
     9.25    49.25    1956   0.498   0.037   0.535
     9.25    49.25    1957   0.480   0.035   0.515
     9.25    49.25    1958   0.496   0.031   0.527
     9.25    49.25    1959   0.226   0.022   0.248
     9.25    49.25    1960   0.592   0.040   0.631
     9.25    49.25    1961   0.606   0.044   0.650
     9.25    49.25    1962   0.370   0.030   0.400
     9.25    49.25    1963   0.541   0.045   0.586
     9.25    49.25    1964   0.148   0.019   0.168
     9.25    49.25    1965   0.636   0.047   0.683
     9.25    49.25    1966   0.611   0.035   0.646
     9.25    49.25    1967   0.540   0.059   0.599
     9.25    49.25    1968   0.604   0.043   0.647
     9.25    49.25    1969   0.430   0.043   0.472
     9.25    49.25    1970   0.379   0.033   0.413
     9.25    49.25    1971   0.310   0.038   0.348
     9.25    49.25    1972   0.389   0.057   0.446
     9.25    49.25    1973   0.320   0.044   0.364
     9.25    49.25    1974   0.482   0.073   0.555
     9.25    49.25    1975   0.472   0.071   0.543
     9.25    49.25    1976   0.248   0.039   0.287
     9.25    49.25    1977   0.495   0.055   0.551
     9.25    49.25    1978   0.631   0.050   0.680
     9.25    49.25    1979   0.403   0.038   0.441
     9.25    49.25    1980   0.449   0.047   0.495
     9.25    49.25    1981   0.515   0.047   0.563
     9.25    49.25    1982   0.355   0.042   0.397
     9.25    49.25    1983   0.409   0.055   0.465
     9.25    49.25    1984   0.466   0.050   0.516
     9.25    49.25    1985   0.260   0.059   0.319
     9.25    49.25    1986   0.547   0.058   0.605
     9.25    49.25    1987   0.585   0.070   0.655
     9.25    49.25    1988   0.405   0.006   0.410
     9.25    49.25    1989   0.361   0.010   0.371
     9.25    49.25    1990   0.547   0.003   0.551
     9.25    49.25    1991   0.254   0.001   0.254
     9.25    49.25    1992   0.610   0.001   0.611
     9.25    49.25    1993   0.631  -0.000   0.630
     9.25    49.25    1994   0.589   0.031   0.620
     9.25    49.25    1995   0.602   0.029   0.631
     9.25    49.25    1996   0.605   0.017   0.623
     9.25    49.25    1997   0.453   0.007   0.460
     9.25    49.25    1998   0.530  -0.001   0.529
     9.25    49.25    1999   0.537  -0.000   0.537
     9.25    49.25    2000   0.525   0.000   0.525
     9.25    49.25    2001   0.657   0.000   0.657
     9.25    49.25    2002   0.714   0.010   0.724
     9.25    49.25    2003   0.141   0.002   0.143
     9.25    49.25    2004   0.612   0.009   0.621
     9.25    49.25    2005   0.758   0.004   0.762
     9.25    49.25    2006   0.637   0.023   0.660
     9.25    49.25    2007   0.565   0.045   0.610
     9.25    49.25    2008   0.543   0.020   0.563
     9.25    49.25    2009   0.591   0.012   0.603
     9.25    49.25    2010   0.611   0.006   0.617
     9.25    49.25    2011   0.469   0.012   0.481
     9.25    49.25    2012   0.392   0.008   0.400
     9.25    49.25    2013   0.652   0.005   0.657
     9.25    49.25    2014   0.649   0.011   0.660
     9.25    49.25    2015   0.236   0.013   0.248
     9.25    49.25    2016   0.606   0.024   0.630
     9.25    49.25    2017   0.568   0.027   0.595
     9.75    49.25    1901   0.517   0.000   0.518
     9.75    49.25    1902   0.496   0.008   0.504
     9.75    49.25    1903   0.580   0.010   0.590
     9.75    49.25    1904   0.511   0.007   0.518
     9.75    49.25    1905   0.470   0.008   0.478
     9.75    49.25    1906   0.538   0.007   0.546
     9.75    49.25    1907   0.415   0.024   0.438
     9.75    49.25    1908   0.404   0.025   0.430
     9.75    49.25    1909   0.425   0.027   0.452
     9.75    49.25    1910   0.516   0.061   0.578
     9.75    49.25    1911   0.169   0.029   0.198
     9.75    49.25    1912   0.614   0.068   0.682
     9.75    49.25    1913   0.590   0.022   0.612
     9.75    49.25    1914   0.590   0.051   0.641
     9.75    49.25    1915   0.408   0.023   0.431
     9.75    49.25    1916   0.567   0.025   0.593
     9.75    49.25    1917   0.500   0.005   0.505
     9.75    49.25    1918   0.502   0.000   0.502
     9.75    49.25    1919   0.294   0.000   0.294
     9.75    49.25    1920   0.612  -0.000   0.612
     9.75    49.25    1921   0.232   0.008   0.240
     9.75    49.25    1922   0.678   0.023   0.701
     9.75    49.25    1923   0.458   0.006   0.464
     9.75    49.25    1924   0.657   0.010   0.667
     9.75    49.25    1925   0.548   0.005   0.552
     9.75    49.25    1926   0.530   0.010   0.539
     9.75    49.25    1927   0.668   0.010   0.678
     9.75    49.25    1928   0.291  -0.000   0.291
     9.75    49.25    1929   0.537  -0.000   0.536
     9.75    49.25    1930   0.673  -0.000   0.673
     9.75    49.25    1931   0.615  -0.000   0.615
     9.75    49.25    1932   0.505  -0.000   0.505
     9.75    49.25    1933   0.361   0.000   0.361
     9.75    49.25    1934   0.524   0.000   0.524
     9.75    49.25    1935   0.438   0.008   0.446
     9.75    49.25    1936   0.618   0.012   0.630
     9.75    49.25    1937   0.385   0.014   0.399
     9.75    49.25    1938   0.469   0.020   0.489
     9.75    49.25    1939   0.551   0.017   0.567
     9.75    49.25    1940   0.614   0.029   0.643
     9.75    49.25    1941   0.476   0.039   0.514
     9.75    49.25    1942   0.373   0.031   0.404
     9.75    49.25    1943   0.248   0.039   0.287
     9.75    49.25    1944   0.527   0.040   0.566
     9.75    49.25    1945   0.542   0.042   0.584
     9.75    49.25    1946   0.483   0.057   0.540
     9.75    49.25    1947   0.106   0.045   0.152
     9.75    49.25    1948   0.524   0.066   0.590
     9.75    49.25    1949   0.448   0.035   0.483
     9.75    49.25    1950   0.510   0.125   0.635
     9.75    49.25    1951   0.444   0.084   0.528
     9.75    49.25    1952   0.371   0.072   0.444
     9.75    49.25    1953   0.543   0.082   0.625
     9.75    49.25    1954   0.520   0.083   0.604
     9.75    49.25    1955   0.534   0.075   0.609
     9.75    49.25    1956   0.482   0.066   0.548
     9.75    49.25    1957   0.464   0.057   0.522
     9.75    49.25    1958   0.455   0.059   0.513
     9.75    49.25    1959   0.173   0.043   0.217
     9.75    49.25    1960   0.595   0.056   0.651
     9.75    49.25    1961   0.605   0.060   0.665
     9.75    49.25    1962   0.362   0.050   0.412
     9.75    49.25    1963   0.504   0.080   0.584
     9.75    49.25    1964   0.181   0.041   0.223
     9.75    49.25    1965   0.561   0.113   0.674
     9.75    49.25    1966   0.551   0.088   0.639
     9.75    49.25    1967   0.528   0.116   0.644
     9.75    49.25    1968   0.534   0.092   0.626
     9.75    49.25    1969   0.403   0.096   0.499
     9.75    49.25    1970   0.343   0.077   0.420
     9.75    49.25    1971   0.283   0.105   0.388
     9.75    49.25    1972   0.288   0.117   0.405
     9.75    49.25    1973   0.274   0.106   0.380
     9.75    49.25    1974   0.428   0.160   0.588
     9.75    49.25    1975   0.365   0.160   0.524
     9.75    49.25    1976   0.209   0.098   0.307
     9.75    49.25    1977   0.339   0.173   0.511
     9.75    49.25    1978   0.435   0.184   0.620
     9.75    49.25    1979   0.323   0.139   0.462
     9.75    49.25    1980   0.310   0.164   0.474
     9.75    49.25    1981   0.400   0.178   0.578
     9.75    49.25    1982   0.290   0.135   0.425
     9.75    49.25    1983   0.340   0.179   0.519
     9.75    49.25    1984   0.349   0.144   0.493
     9.75    49.25    1985   0.273   0.167   0.440
     9.75    49.25    1986   0.393   0.152   0.545
     9.75    49.25    1987   0.442   0.181   0.623
     9.75    49.25    1988   0.360   0.038   0.398
     9.75    49.25    1989   0.408   0.051   0.459
     9.75    49.25    1990   0.556   0.015   0.571
     9.75    49.25    1991   0.344   0.001   0.345
     9.75    49.25    1992   0.641  -0.001   0.641
     9.75    49.25    1993   0.759  -0.000   0.759
     9.75    49.25    1994   0.673  -0.000   0.673
     9.75    49.25    1995   0.689  -0.000   0.689
     9.75    49.25    1996   0.670  -0.000   0.670
     9.75    49.25    1997   0.453   0.000   0.453
     9.75    49.25    1998   0.495   0.000   0.495
     9.75    49.25    1999   0.530   0.014   0.544
     9.75    49.25    2000   0.563   0.019   0.582
     9.75    49.25    2001   0.624   0.017   0.641
     9.75    49.25    2002   0.746   0.014   0.760
     9.75    49.25    2003   0.176  -0.002   0.174
     9.75    49.25    2004   0.683  -0.000   0.683
     9.75    49.25    2005   0.817   0.000   0.817
     9.75    49.25    2006   0.656   0.008   0.663
     9.75    49.25    2007   0.659   0.021   0.680
     9.75    49.25    2008   0.568   0.006   0.574
     9.75    49.25    2009   0.612   0.002   0.614
     9.75    49.25    2010   0.699   0.007   0.706
     9.75    49.25    2011   0.529   0.022   0.551
     9.75    49.25    2012   0.375   0.024   0.400
     9.75    49.25    2013   0.655   0.033   0.688
     9.75    49.25    2014   0.660   0.041   0.700
     9.75    49.25    2015   0.221   0.023   0.244
     9.75    49.25    2016   0.621   0.053   0.673
     9.75    49.25    2017   0.667   0.042   0.710
    10.25    49.25    1901   0.452   0.039   0.491
    10.25    49.25    1902   0.466   0.051   0.517
    10.25    49.25    1903   0.440   0.041   0.481
    10.25    49.25    1904   0.405   0.024   0.429
    10.25    49.25    1905   0.438   0.038   0.476
    10.25    49.25    1906   0.512   0.035   0.547
    10.25    49.25    1907   0.442   0.032   0.474
    10.25    49.25    1908   0.445   0.035   0.480
    10.25    49.25    1909   0.487   0.036   0.523
    10.25    49.25    1910   0.481   0.048   0.529
    10.25    49.25    1911   0.187   0.025   0.212
    10.25    49.25    1912   0.591   0.057   0.648
    10.25    49.25    1913   0.549   0.036   0.585
    10.25    49.25    1914   0.506   0.056   0.562
    10.25    49.25    1915   0.400   0.043   0.444
    10.25    49.25    1916   0.508   0.054   0.562
    10.25    49.25    1917   0.438   0.033   0.471
    10.25    49.25    1918   0.500   0.016   0.516
    10.25    49.25    1919   0.297   0.012   0.309
    10.25    49.25    1920   0.538   0.012   0.551
    10.25    49.25    1921   0.331   0.005   0.336
    10.25    49.25    1922   0.509   0.013   0.522
    10.25    49.25    1923   0.385   0.016   0.401
    10.25    49.25    1924   0.562   0.025   0.587
    10.25    49.25    1925   0.500   0.017   0.517
    10.25    49.25    1926   0.526   0.022   0.548
    10.25    49.25    1927   0.527   0.023   0.549
    10.25    49.25    1928   0.285   0.001   0.286
    10.25    49.25    1929   0.510   0.010   0.520
    10.25    49.25    1930   0.543   0.010   0.553
    10.25    49.25    1931   0.468   0.006   0.474
    10.25    49.25    1932   0.477   0.006   0.483
    10.25    49.25    1933   0.498   0.003   0.501
    10.25    49.25    1934   0.539   0.001   0.540
    10.25    49.25    1935   0.433  -0.000   0.433
    10.25    49.25    1936   0.515   0.000   0.515
    10.25    49.25    1937   0.408   0.000   0.408
    10.25    49.25    1938   0.481   0.007   0.488
    10.25    49.25    1939   0.527   0.008   0.535
    10.25    49.25    1940   0.536   0.007   0.544
    10.25    49.25    1941   0.423   0.007   0.430
    10.25    49.25    1942   0.440   0.005   0.446
    10.25    49.25    1943   0.334   0.003   0.337
    10.25    49.25    1944   0.554   0.002   0.556
    10.25    49.25    1945   0.581   0.000   0.581
    10.25    49.25    1946   0.560  -0.000   0.560
    10.25    49.25    1947   0.228   0.000   0.228
    10.25    49.25    1948   0.683   0.000   0.683
    10.25    49.25    1949   0.459   0.000   0.459
    10.25    49.25    1950   0.586   0.017   0.603
    10.25    49.25    1951   0.480   0.013   0.493
    10.25    49.25    1952   0.435   0.009   0.444
    10.25    49.25    1953   0.566   0.012   0.578
    10.25    49.25    1954   0.508   0.012   0.520
    10.25    49.25    1955   0.494   0.023   0.517
    10.25    49.25    1956   0.479   0.031   0.510
    10.25    49.25    1957   0.485   0.031   0.516
    10.25    49.25    1958   0.412   0.025   0.436
    10.25    49.25    1959   0.296   0.031   0.327
    10.25    49.25    1960   0.538   0.028   0.566
    10.25    49.25    1961   0.561   0.028   0.589
    10.25    49.25    1962   0.419   0.019   0.438
    10.25    49.25    1963   0.530   0.023   0.552
    10.25    49.25    1964   0.238   0.011   0.249
    10.25    49.25    1965   0.558   0.024   0.583
    10.25    49.25    1966   0.566   0.019   0.584
    10.25    49.25    1967   0.540   0.022   0.562
    10.25    49.25    1968   0.560   0.017   0.576
    10.25    49.25    1969   0.471   0.014   0.485
    10.25    49.25    1970   0.448   0.013   0.462
    10.25    49.25    1971   0.495   0.014   0.509
    10.25    49.25    1972   0.437   0.015   0.452
    10.25    49.25    1973   0.431   0.011   0.442
    10.25    49.25    1974   0.522   0.014   0.537
    10.25    49.25    1975   0.487   0.012   0.499
    10.25    49.25    1976   0.411   0.009   0.420
    10.25    49.25    1977   0.478   0.012   0.490
    10.25    49.25    1978   0.521   0.021   0.542
    10.25    49.25    1979   0.416   0.025   0.441
    10.25    49.25    1980   0.416   0.024   0.440
    10.25    49.25    1981   0.564   0.026   0.590
    10.25    49.25    1982   0.435   0.016   0.451
    10.25    49.25    1983   0.458   0.014   0.472
    10.25    49.25    1984   0.462   0.017   0.480
    10.25    49.25    1985   0.488   0.034   0.522
    10.25    49.25    1986   0.508   0.026   0.534
    10.25    49.25    1987   0.477   0.043   0.520
    10.25    49.25    1988   0.477   0.004   0.481
    10.25    49.25    1989   0.477   0.014   0.491
    10.25    49.25    1990   0.517   0.008   0.526
    10.25    49.25    1991   0.396   0.016   0.412
    10.25    49.25    1992   0.438   0.023   0.461
    10.25    49.25    1993   0.623   0.021   0.644
    10.25    49.25    1994   0.533   0.014   0.547
    10.25    49.25    1995   0.552   0.012   0.565
    10.25    49.25    1996   0.583   0.012   0.595
    10.25    49.25    1997   0.471   0.010   0.481
    10.25    49.25    1998   0.482   0.011   0.493
    10.25    49.25    1999   0.531   0.011   0.542
    10.25    49.25    2000   0.564   0.012   0.576
    10.25    49.25    2001   0.548   0.012   0.560
    10.25    49.25    2002   0.624   0.015   0.639
    10.25    49.25    2003   0.182  -0.003   0.178
    10.25    49.25    2004   0.620   0.000   0.620
    10.25    49.25    2005   0.671   0.000   0.671
    10.25    49.25    2006   0.568   0.030   0.599
    10.25    49.25    2007   0.644   0.047   0.691
    10.25    49.25    2008   0.565   0.002   0.566
    10.25    49.25    2009   0.610  -0.002   0.608
    10.25    49.25    2010   0.672  -0.000   0.672
    10.25    49.25    2011   0.655   0.000   0.655
    10.25    49.25    2012   0.468  -0.000   0.468
    10.25    49.25    2013   0.579  -0.000   0.579
    10.25    49.25    2014   0.629   0.006   0.636
    10.25    49.25    2015   0.297   0.008   0.305
    10.25    49.25    2016   0.624   0.017   0.641
    10.25    49.25    2017   0.694   0.021   0.715
    10.75    49.25    1901   0.427   0.003   0.429
    10.75    49.25    1902   0.492   0.003   0.495
    10.75    49.25    1903   0.468   0.003   0.471
    10.75    49.25    1904   0.390   0.002   0.391
    10.75    49.25    1905   0.452   0.002   0.454
    10.75    49.25    1906   0.496   0.002   0.498
    10.75    49.25    1907   0.418   0.002   0.420
    10.75    49.25    1908   0.427   0.008   0.435
    10.75    49.25    1909   0.466   0.009   0.475
    10.75    49.25    1910   0.451   0.021   0.473
    10.75    49.25    1911   0.203   0.011   0.214
    10.75    49.25    1912   0.563   0.023   0.586
    10.75    49.25    1913   0.511   0.002   0.513
    10.75    49.25    1914   0.486   0.024   0.509
    10.75    49.25    1915   0.388   0.012   0.400
    10.75    49.25    1916   0.508   0.013   0.520
    10.75    49.25    1917   0.417   0.003   0.420
    10.75    49.25    1918   0.487   0.001   0.488
    10.75    49.25    1919   0.313   0.002   0.315
    10.75    49.25    1920   0.538   0.003   0.540
    10.75    49.25    1921   0.325   0.003   0.328
    10.75    49.25    1922   0.488   0.003   0.492
    10.75    49.25    1923   0.383   0.003   0.386
    10.75    49.25    1924   0.529   0.014   0.543
    10.75    49.25    1925   0.470   0.011   0.481
    10.75    49.25    1926   0.488   0.013   0.502
    10.75    49.25    1927   0.518   0.013   0.531
    10.75    49.25    1928   0.288   0.004   0.292
    10.75    49.25    1929   0.458   0.003   0.462
    10.75    49.25    1930   0.505   0.004   0.509
    10.75    49.25    1931   0.434   0.013   0.447
    10.75    49.25    1932   0.425   0.015   0.440
    10.75    49.25    1933   0.447   0.017   0.464
    10.75    49.25    1934   0.464   0.014   0.478
    10.75    49.25    1935   0.371   0.014   0.385
    10.75    49.25    1936   0.443   0.018   0.461
    10.75    49.25    1937   0.388   0.024   0.412
    10.75    49.25    1938   0.421   0.014   0.435
    10.75    49.25    1939   0.440   0.015   0.455
    10.75    49.25    1940   0.476   0.011   0.487
    10.75    49.25    1941   0.379   0.018   0.397
    10.75    49.25    1942   0.379   0.016   0.395
    10.75    49.25    1943   0.325   0.009   0.334
    10.75    49.25    1944   0.501   0.010   0.512
    10.75    49.25    1945   0.525   0.007   0.532
    10.75    49.25    1946   0.522   0.003   0.525
    10.75    49.25    1947   0.203   0.001   0.204
    10.75    49.25    1948   0.599   0.003   0.601
    10.75    49.25    1949   0.481   0.002   0.483
    10.75    49.25    1950   0.465   0.046   0.512
    10.75    49.25    1951   0.428   0.039   0.468
    10.75    49.25    1952   0.403   0.023   0.426
    10.75    49.25    1953   0.483   0.028   0.512
    10.75    49.25    1954   0.446   0.025   0.471
    10.75    49.25    1955   0.439   0.033   0.472
    10.75    49.25    1956   0.435   0.037   0.472
    10.75    49.25    1957   0.472   0.036   0.508
    10.75    49.25    1958   0.410   0.010   0.419
    10.75    49.25    1959   0.371   0.011   0.383
    10.75    49.25    1960   0.487   0.006   0.494
    10.75    49.25    1961   0.561   0.006   0.567
    10.75    49.25    1962   0.440   0.002   0.442
    10.75    49.25    1963   0.517   0.002   0.519
    10.75    49.25    1964   0.178   0.001   0.179
    10.75    49.25    1965   0.494   0.001   0.495
    10.75    49.25    1966   0.552   0.001   0.553
    10.75    49.25    1967   0.478   0.045   0.523
    10.75    49.25    1968   0.523   0.040   0.563
    10.75    49.25    1969   0.400   0.030   0.430
    10.75    49.25    1970   0.427   0.022   0.449
    10.75    49.25    1971   0.485   0.021   0.506
    10.75    49.25    1972   0.431   0.022   0.453
    10.75    49.25    1973   0.386   0.022   0.408
    10.75    49.25    1974   0.493   0.029   0.522
    10.75    49.25    1975   0.462   0.023   0.485
    10.75    49.25    1976   0.397   0.014   0.411
    10.75    49.25    1977   0.494   0.019   0.512
    10.75    49.25    1978   0.526   0.015   0.541
    10.75    49.25    1979   0.411   0.011   0.422
    10.75    49.25    1980   0.428   0.013   0.441
    10.75    49.25    1981   0.556   0.014   0.570
    10.75    49.25    1982   0.445   0.011   0.457
    10.75    49.25    1983   0.468   0.019   0.487
    10.75    49.25    1984   0.459   0.016   0.474
    10.75    49.25    1985   0.494   0.020   0.514
    10.75    49.25    1986   0.508   0.013   0.521
    10.75    49.25    1987   0.510   0.015   0.525
    10.75    49.25    1988   0.485  -0.000   0.485
    10.75    49.25    1989   0.456  -0.000   0.456
    10.75    49.25    1990   0.465   0.001   0.466
    10.75    49.25    1991   0.461   0.004   0.464
    10.75    49.25    1992   0.369   0.010   0.379
    10.75    49.25    1993   0.603   0.002   0.605
    10.75    49.25    1994   0.481   0.004   0.485
    10.75    49.25    1995   0.531   0.012   0.543
    10.75    49.25    1996   0.516   0.011   0.527
    10.75    49.25    1997   0.377   0.010   0.387
    10.75    49.25    1998   0.422   0.010   0.432
    10.75    49.25    1999   0.532   0.012   0.544
    10.75    49.25    2000   0.532   0.023   0.555
    10.75    49.25    2001   0.436   0.030   0.466
    10.75    49.25    2002   0.567   0.044   0.611
    10.75    49.25    2003   0.151  -0.009   0.142
    10.75    49.25    2004   0.625   0.007   0.632
    10.75    49.25    2005   0.695   0.005   0.701
    10.75    49.25    2006   0.484   0.018   0.502
    10.75    49.25    2007   0.669   0.028   0.697
    10.75    49.25    2008   0.574   0.013   0.587
    10.75    49.25    2009   0.545   0.001   0.546
    10.75    49.25    2010   0.686   0.000   0.686
    10.75    49.25    2011   0.662  -0.000   0.662
    10.75    49.25    2012   0.469  -0.000   0.469
    10.75    49.25    2013   0.573  -0.000   0.573
    10.75    49.25    2014   0.633  -0.000   0.633
    10.75    49.25    2015   0.278   0.004   0.282
    10.75    49.25    2016   0.640   0.008   0.648
    10.75    49.25    2017   0.712   0.006   0.717
    11.25    49.25    1901   0.401   0.007   0.407
    11.25    49.25    1902   0.535   0.018   0.554
    11.25    49.25    1903   0.484   0.008   0.492
    11.25    49.25    1904   0.343   0.003   0.346
    11.25    49.25    1905   0.518   0.003   0.521
    11.25    49.25    1906   0.625   0.008   0.633
    11.25    49.25    1907   0.491   0.006   0.497
    11.25    49.25    1908   0.501   0.007   0.508
    11.25    49.25    1909   0.531   0.007   0.538
    11.25    49.25    1910   0.483   0.016   0.499
    11.25    49.25    1911   0.154   0.008   0.162
    11.25    49.25    1912   0.673   0.018   0.691
    11.25    49.25    1913   0.674   0.004   0.679
    11.25    49.25    1914   0.588   0.021   0.609
    11.25    49.25    1915   0.439   0.003   0.441
    11.25    49.25    1916   0.646   0.003   0.649
    11.25    49.25    1917   0.468  -0.000   0.468
    11.25    49.25    1918   0.506  -0.000   0.506
    11.25    49.25    1919   0.348   0.000   0.348
    11.25    49.25    1920   0.561   0.011   0.573
    11.25    49.25    1921   0.152   0.016   0.168
    11.25    49.25    1922   0.553   0.033   0.586
    11.25    49.25    1923   0.514   0.014   0.528
    11.25    49.25    1924   0.607   0.042   0.648
    11.25    49.25    1925   0.531   0.016   0.547
    11.25    49.25    1926   0.552   0.017   0.569
    11.25    49.25    1927   0.657   0.020   0.677
    11.25    49.25    1928   0.306  -0.000   0.306
    11.25    49.25    1929   0.470   0.001   0.471
    11.25    49.25    1930   0.652  -0.000   0.652
    11.25    49.25    1931   0.589   0.012   0.601
    11.25    49.25    1932   0.478   0.010   0.488
    11.25    49.25    1933   0.480   0.011   0.491
    11.25    49.25    1934   0.435   0.008   0.443
    11.25    49.25    1935   0.415   0.009   0.424
    11.25    49.25    1936   0.590   0.020   0.610
    11.25    49.25    1937   0.480   0.024   0.504
    11.25    49.25    1938   0.500   0.028   0.528
    11.25    49.25    1939   0.505   0.024   0.530
    11.25    49.25    1940   0.594   0.028   0.621
    11.25    49.25    1941   0.477   0.024   0.501
    11.25    49.25    1942   0.323   0.021   0.345
    11.25    49.25    1943   0.272   0.020   0.292
    11.25    49.25    1944   0.581   0.025   0.606
    11.25    49.25    1945   0.567   0.021   0.588
    11.25    49.25    1946   0.524   0.031   0.555
    11.25    49.25    1947   0.095   0.018   0.113
    11.25    49.25    1948   0.490   0.034   0.524
    11.25    49.25    1949   0.457   0.017   0.474
    11.25    49.25    1950   0.448   0.129   0.577
    11.25    49.25    1951   0.419   0.109   0.528
    11.25    49.25    1952   0.377   0.078   0.455
    11.25    49.25    1953   0.396   0.081   0.477
    11.25    49.25    1954   0.477   0.077   0.554
    11.25    49.25    1955   0.495   0.081   0.576
    11.25    49.25    1956   0.490   0.069   0.560
    11.25    49.25    1957   0.529   0.079   0.608
    11.25    49.25    1958   0.431   0.011   0.442
    11.25    49.25    1959   0.308   0.023   0.332
    11.25    49.25    1960   0.549   0.019   0.568
    11.25    49.25    1961   0.623   0.029   0.653
    11.25    49.25    1962   0.469   0.035   0.504
    11.25    49.25    1963   0.488   0.025   0.512
    11.25    49.25    1964   0.163   0.019   0.183
    11.25    49.25    1965   0.589   0.035   0.623
    11.25    49.25    1966   0.632   0.036   0.669
    11.25    49.25    1967   0.507   0.052   0.560
    11.25    49.25    1968   0.588   0.052   0.640
    11.25    49.25    1969   0.363   0.049   0.412
    11.25    49.25    1970   0.457   0.049   0.506
    11.25    49.25    1971   0.493   0.052   0.545
    11.25    49.25    1972   0.432   0.061   0.493
    11.25    49.25    1973   0.367   0.045   0.412
